Title,Publisher,Description,Paid,Downloads,Views,Likes,Price,Link
Sabretooth Skull,FletchTech,['(Photogrammetry)Sabretooth Tiger Skull Fossil (Optimized)'],1,n/a,1857,26,$3.99 ,https://sketchfab.com/3d-models/sabretooth-skull-d48372789c82434881d05fd489ca2c14
Tyrannosaurus rex Stan skeleton,Pomona Pictures,"['This is a tweaked version of an orignal model by Stu Pond made for Manchester university along with outher great reconstructions can be found here\nhttp://www.animalsimulation.org/files/84eab05587dbe0bdcd72eb098a692afe-7.html\nThe amends were based on skeletans by Gregory Paul and Scott Hartman, and skull photos by Witmer Lab \n http://www.ohio.edu/people/witmerl/collections/Theropods/tyrannosaurusstan.htm\nas well as two great resources found right here:\nhttps://sketchfab.com/models/8bb05194fb6d4c8a9afa3c61a58d47c7\nhttps://sketchfab.com/models/8ead7e1ec1c5401ba8cbc06727d6e7e8', 'This is a sculpture fit for my purpose but by no means completely scientific correct and could do with more tweaking, so feel free to download, tweak and re-share', 'Cheers']",0,3972,19802,275,n/a,https://sketchfab.com/3d-models/tyrannosaurus-rex-stan-skeleton-cce153b1ac164550b3acbc96495cce64
Dinosaur fossil - Notom Road,Safaridb,"['📍 38.28418, -111.12074']",0,1,8,0,n/a,https://sketchfab.com/3d-models/dinosaur-fossil-notom-road-04d4c1d414f7437280d82d47c49f357b
Canyonlands - Dinosaur Fossil Chinle,Safaridb,"['📍 Canyonlands National Park, Moab, UT, United States']",0,1,7,0,n/a,https://sketchfab.com/3d-models/canyonlands-dinosaur-fossil-chinle-53634b392fce4450a34b50dafb4772e7
Diplodocus skeletons,Joel Anderson,['sound by Tristan Lohengrin - http://tristanlohengrin.wixsite.com/studio'],1,n/a,4742,108,$89 ,https://sketchfab.com/3d-models/diplodocus-skeletons-db229ffeb192418081db2c33ca97295c
Daemonosaurus chauliodus CM-76821 skull,Pomona Pictures,"['Daemonosaurus was an unusual dinosaur with a short skull and large, fang-like teeth.\nCourtesy of Sterling Nesbitt via\nhttps://www.morphosource.org/concern/media/000117285?locale=en']",0,38,219,11,n/a,https://sketchfab.com/3d-models/daemonosaurus-chauliodus-cm-76821-skull-9c33051987624226b3c3535233eb202a
Trilobite Hamatolenus (Myopsolenus) sp.,Austin Beaulier,['Made using reality capture this is a triobite. about 400 photos went into the making of this and its a neat little fossil.\nScan By\naustinbeaulier.com'],0,400,1514,31,n/a,https://sketchfab.com/3d-models/trilobite-hamatolenus-myopsolenus-sp-794ed076d61e4743b7a9a085696bf5b7
titanosaurus,seth the yutyrannus,"['Titanosaurus is a member of a group of armored sauropod dinosaurs. It lived 83 to 65 million years ago (late Cretaceous period). Titanosaurus was the last type of sauropod dinosaurs that roamed the Earth before the mass extinction (the end of dinosaur era). First fossil of Titanosaurus was discovered in 1877 in India. Ever since that time, numerous fossils of Titanosaurs were found all over the planet except in the north and central parts of North America and Antarctica. Paleontologists have described around 50 species of titanosaurus so far. Common features for all species are unique morphology of vertebrae and fact that all species are described based on the partial fossil samples. Despite the similarities in the morphology of bones of described species of Titanosaurus, only two species are currently classified as “true” Titanosaurus species, while others are assigned into other genera of dinosaurs.']",0,76,355,10,n/a,https://sketchfab.com/3d-models/titanosaurus-cc65ea57a17e48b790bcd8bda9d0524a
Puzzle 4D Dinosaur tooth (Tyrannosaurus rex),Museo [UV] Historia Natural,"['Ejemplar: Tyrannosaurus Rex * \nEdad: 68-66 M.a. Maastrichtiense (Cretácico Superior)\nLocalidad: Dakota del Sur (Montana, USA)\nDescripción: ejemplar impreso en filamento termoplástico PLA a partir de una réplica de escayola a tamaño real\nSigla museo, colección y entidad: MGUV , colección fósiles 3D Museo de la Universidad de Valencia de Historia Natural\nTécnica digitalización / modelo: escáner 3D de luz estructurada EinscanPro, modo fijo y calidad media \npuzzle 4D: Luban3D, PLA filament \nAutor digitalización y procesado: Jose A. Villena\nCita ejemplar: modelo diente T-Rex MUVHN-Fecyt\nArchivos STL: ** puzzle 4D de 6 piezas \nProyecto: “Una ventana digital a la Historia Natural” subvención para el Fomento de la Cultura Científica, Tecnológica y de la Innovación Fecyt (Ministerio de Ciencia e Innovación). \n*Descarga archivos puzzle STL: ** https://nasmuseo.uv.es/owncloud/index.php/s/GTXgwipZ7bWHqWc']",0,60,302,7,n/a,https://sketchfab.com/3d-models/puzzle-4d-dinosaur-tooth-tyrannosaurus-rex-7646e01a3dfb46ad9caa314dfad90e4c
Triceratops Horridus Marsh,The Smithsonian Institution,"['Smithsonian source data can be found here', 'This media file is in the public domain (free of copyright restrictions). You can copy, modify, and distribute this work without contacting the Smithsonian. For more information and to review the 3D disclaimer, visit the Smithsonian’s Terms of Use page.', 'Triceratops horridus Marsh, 1889', 'Common name: Dinosaur', 'Taxonomy: Animalia Chordata Vertebrata Sauropsida Reptilia Archosauria Dinosauria Ornithischia Ceratopsia Ceratopsidae', 'Published Name: Triceratops horridus Marsh, 1889', 'USNM Number: PAL500000', 'Data Source: NMNH - Paleobiology Dept.', 'EDAN-URL: edanmdm:nmnhpaleobiology_3572783']",0,3134,12551,312,n/a,https://sketchfab.com/3d-models/triceratops-horridus-marsh-e9c507f179ed4455aac3b208c9e6c973
Theropod (dinosaur) rib bone,anco.lankreijer,"['Theropod (dinosaurs) have hollow bones, very similar to modern birds. This fragment of a rib bone is approximately 10 cm long and 2,5 cm across. Origin Kem Kem beds, Morocco, Cenomanian, Upper Cretaceous.', 'The rib bone fragment was scanned using approximately 180 photos on a turn table with a white background. Photogrammetry was performed using Regard3D and Meshlab for clipping the pointcloud.']",0,32,217,2,n/a,https://sketchfab.com/3d-models/theropod-dinosaur-rib-bone-bf81b616f3d0476f99099521858e79e2
Simple Stegosaurus Skeleton,Yanez Designs,"['Stegosaurus (/ˌstɛɡəˈsɔːrəs/), from Greek stegos (στέγος) which means roof and sauros (σαῦρος) which means lizard (Greek: Στεγόσαυρος), is a genus of herbivorous thyreophoran dinosaur. Fossils of this genus date to the Late Jurassic period, where they are found in Kimmeridgian to early Tithonian aged strata, between 155 and 150 million years ago, in the western United States and Portugal. Of the species that have been classified in the upper Morrison Formation of the western US, only three are universally recognized; S. stenops, S. ungulatus and S. sulcatus. The remains of over 80 individual animals of this genus have been found. Stegosaurus would have lived alongside dinosaurs such as Apatosaurus, Diplodocus, Brachiosaurus, Allosaurus, and Ceratosaurus; the latter two may have been predators of it.', 'Info Link: https://en.wikipedia.org/wiki/Stegosaurus', 'I have a Patreon Join now! :https://www.patreon.com/user?u=14434838']",0,266,952,25,n/a,https://sketchfab.com/3d-models/simple-stegosaurus-skeleton-795e5ee9eb8845259ac6a04a63c7e23f
Triceratops Horridus Skull,Kyan0s,"['A skull of a Triceratops Horridus I’ve made with Blender and Gimp.', '– For more dinosaurs, don’t hesitate to take a look at my Prehistoric Animals collection and subscribe to it to stay tuned of new creatures. –']",1,n/a,788,19,$9.99 ,https://sketchfab.com/3d-models/triceratops-horridus-skull-3b8e2aff55f0455bb094a634eb209e46
Vertebrate: Tyrannosaurus rex skull (MOTE),Digital Atlas of Ancient Life,"['Specimen is an artificial cast of a Tyrannosaurus rex skull on display at the Museum of the Earth, Ithaca, New York. Model by Emily Hauf.']",0,3291,26702,267,n/a,https://sketchfab.com/3d-models/vertebrate-tyrannosaurus-rex-skull-mote-cf48487de55d454b8adc92dce2840a0d
Triassic Dinosaur Tracks,DocCopemys,"['I used photogrammetry to make this model of some Triassic dinosaur tracks I observed in a creek bed while doing field work along the border between Colorado and Oklahoma in 2017. Historically paleontologists would mold/cast of fossil trackways. This has the potential to damage fossil track sites and the practice is discouraged among professionals. Many nonprofessionals still use plaster to mold/cast fossil tracks, an act now considered vandalism when it’s done on public lands in the United States. By using photogrammetry just about anyone can replicate fossil tracks without causing any damage, and with the added benefit of not breaking any laws or having to carry a bunch of water and plaster, which is much heavier than a camera.', 'This article contains a photo showing how using plaster to cast footprints, especially repeatedly, can cause lasting damage.', 'http://www.moabtimes.com/view/full_story/26733677/article-Mulitple-dinosaur-footprints-found-vandalized-at-Bull-Canyon-Tracksite?instance=home_news_2nd_left']",0,27,158,1,n/a,https://sketchfab.com/3d-models/triassic-dinosaur-tracks-e3ddc035f8d849a3b6875da27a2bced4
Museum Of Natural History | Fossils,StellarX,"['.............', 'OVA’s flagship software, StellarX, allows those with no programming or coding knowledge to place 3D goods and create immersive experiences through simple drag-and-drop actions. ', 'Storytelling, which involves a series of interactions, sequences, and triggers are easily created through OVA’s patent-pending visual scripting tool. ', '.............', '**Download StellarX on the Meta Quest Store: oculus.com/experiences/quest/8132958546745663\n**', '**Download StellarX on Steam: store.steampowered.com/app/1214640/StellarX\n**', 'Have a bigger immersive project in mind? Get in touch with us! ', 'StellarX on LinkedIn: linkedin.com/showcase/stellarx-by-ova', 'Join the StellarX Discord server! ', '........', 'StellarX© 2022']",1,n/a,118,3,$9.99 ,https://sketchfab.com/3d-models/museum-of-natural-history-fossils-d96f69305db641d5bb33dd3b903f8e31
Fasolasuchus,Ilia,"['Fasolasuchus is a predator reptile from the late Triassic of Argentina. It belongs to Rauisuchans, a group which members were top predators of Triassic, while carnivorous dinosaurs at that period were small enough. Unfortunately, there are no pictures of its fossils in the Internet, so this model is based only on some reconstructions.']",0,229,1198,33,n/a,https://sketchfab.com/3d-models/fasolasuchus-f4509632e4cb46e7a35501abcfad0308
Bone 2,uliashershidskaya,['That is geological fossil. To be more precise it is a bone of an extinct dinosaur.'],0,59,227,3,n/a,https://sketchfab.com/3d-models/bone-2-c173ed821f7c437aa8e9757e9553c6a8
Ornithocheirus,Digital3dWorld,['Ornithocheirus is a pterosaur genus known from fragmentary fossil remains uncovered from sediments in the UK! Modelled and texured on blender 2.81'],0,177,881,15,n/a,https://sketchfab.com/3d-models/ornithocheirus-02d6ca0e98db474fa307b877ad2db90b
Allosaurus Finger Claw,University of Wyoming Libraries,"['Allosaurus fragilis was a species of theropod dinosaur known from the Jurassic of modern-day North America. All species of Allosaurus were large carnivores at 2.5 meters tall and nearly 9 meters long. Allosaurus fragilis is one of the most represented dinosaurs in the Morrison Formation, leading paleontologists to hypothesize that Allosaurus may have hunted in groups. One of the most popular Allosaurus specimens is Big Al, a sub-adult with numerous pathologies, which is on display in the University of Wyoming Geological Museum. This specimen shows a finger claw.']",0,266,1016,31,n/a,https://sketchfab.com/3d-models/allosaurus-finger-claw-06c67de89bf043d8a995bee4462b8dcc
Sarcosaurus woodii pelvis part 1,NHM_Imaging,"['Partial pelvis of Sarcosaurus woodi. Sarcosaurus is an early-branching meat-eating (theropod) dinosaur from the Early Jurassic of Leicestershire and Warwickshire, UK.', 'NHM PVR 4840']",0,55,558,16,n/a,https://sketchfab.com/3d-models/sarcosaurus-woodii-pelvis-part-1-64f36606bab041b79024ccce445e0dac
Ammonite + Swim Cycle,Keith Morgan,"['After going extinct with the Dinosaurs, these hardy creatures are ready for their revival. Help them swim again by adopting an Ammonite!', '*Slaps the roof of the Operculum*', 'This model comes fully rigged, complete with hand-painted diffuse maps and high-poly baked normal maps. Animate it yourself, or use the conveniently packaged swim cycle featuring procedural flow physics!', 'This model has already been faithfully realized in a 4K animation environment for a short documentary. See the results for yourself:\nhttps://youtu.be/z5XZlV6f9i4?t=130', 'Available in both Alembic and native Blender 2.8 formats.']",1,n/a,7608,91,$24.99 ,https://sketchfab.com/3d-models/ammonite-swim-cycle-13150658692d49bcbee79396609d0d01
Hypsilophodon Foxii,robertfabiani,"['Hypsilophodon Foxii  meaning “Hypsilophus-tooth”) is an ornithischian dinosaur genus from the Early Cretaceous period of England. It has traditionally been considered an early member of the group Ornithopoda, but a 2017 analysis questioned this.', 'The first remains of Hypsilophodon were found in 1849; the type species, Hypsilophodon foxii, was named in 1869. Abundant fossil discoveries were made on the Isle of Wight, giving a good impression of the build of the species. It was a small bipedal animal with an herbivorous or possibly omnivorous diet. ', 'reached a length of 2.3 metres (7.5 ft), and was also found outside of Wight. During the past decades new research has gradually shown this to be incorrect.']",1,n/a,2360,47,$55 ,https://sketchfab.com/3d-models/hypsilophodon-foxii-cab9cdd576d74cca99b0bd6d7b8f8e4a
Ammonite Fossil  Douvilleiceras,Free 3D Models,"['Fossilized ammonite Douvilleiceras, Madagascar']",0,24,134,2,n/a,https://sketchfab.com/3d-models/ammonite-fossil-douvilleiceras-90a08c0c11e64f95b82b90e69f7950d5
Eubrontes - Theropod Dinosaur Ichnite,Irnefer,"['Eubronte (Description in the 3D model/descripción en el modelo 3D)', 'Provenance/Procedencia: Glen Canyon Sandstones, Uintah Co., Utah, USA (205-172 Mya. Lower Jurassic Period)', 'FHPR 1081 (Collection Number of the fossil)', 'You can visit and see this and other fossils in/Puedes visitar este y otros fósiles en: Utah Field House of Natural History State Park Museum, Vernal, Utah, USA', 'More  info/más info en:', 'https://stateparks.utah.gov/parks/utah-field-house/', 'Autor: Federico Alvarez Hazer']",0,4,31,2,n/a,https://sketchfab.com/3d-models/eubrontes-theropod-dinosaur-ichnite-e72785eb2dfa4ce998b83ac339ae6cc5
Coelophysis bauri,Geoffrey Marchal,"['Coelophysis bauri, -220 to -204 millions years, Ghost Ranch, New Mexico, USA, cast from AMNH, New York USA. Museum of Natural Sciences, Brussels, Belgium. Made out 170 pictures with Capturing Reality.', 'Coelophysis was a small, slenderly-built, ground-dwelling, bipedal carnivore, that could grow up to 3 m (9.8 ft) long. Coelophysis is one of the earliest known dinosaur genera. Scattered material representing similar animals has been found worldwide in some Late Triassic and Early Jurassic formations.', 'For more updates, please consider to follow me on Twitter at @GeoffreyMarchal. (https://twitter.com/GeoffreyMarchal)']",0,439,2294,66,n/a,https://sketchfab.com/3d-models/coelophysis-bauri-348286c716944a73b9f74d07ce5b6ed8
Deinonychus (Velociraptor) Claw,Ian Sayers,['A scan of a Deinonychus claw cast replica taken with the Artec Space Spider and processed and 0.2mm (half of max resolution).'],0,944,3841,73,n/a,https://sketchfab.com/3d-models/deinonychus-velociraptor-claw-ba0ed7ec94e84af385cca0cb425fe5f1
Enantiornithes femur / combcsont,Hungarian Dinosaur Expedition,"['Enantiornithes (MTM 2011.21) femur,\nfrom the Upper Cretaceous (Santonian) Csehbánya Formation (Iharkút, Hungary). ', 'Enantiornithes (MTM 2011.21) combcsont,\nmely Iharkútról, a késő-kréta (santoni) korú Csehbányai Formáció rétegeiből került elő.', 'For more information about Enantiornithes remains from Iharkút, see: \nhttps://magyardinoszaurusz.hu/bauxitornis-mindszentyae/?lang=en', 'További információk az iharkúti Enantiornithes leletekről: \nhttps://magyardinoszaurusz.hu/bauxitornis-mindszentyae/', 'Digitized by Martin Segesdi / A modellt készítette: Segesdi Martin', '-', 'A Polyga Compact S1 surface scanner (0.04 mm accuracy) with FlexScan3D software was used for digitization in three dimensions. Raw model was treated with Geomagic Wrap (3D Systems, https://www.3dsystems.com).']",0,61,297,8,n/a,https://sketchfab.com/3d-models/enantiornithes-femur-combcsont-71e6ea5aafae4132bbef401b69b60840
Nigersaurus taqueti (rough),Pomona Pictures,"['This was a challenging puzzle. All the different scans came out at differnt scales so had to be reshaped by eye. This was just for fun, may be useful to build a reconstructed skull \n Dr. Paul Sereno, J.A. Wilson, L.A. Witmer, J.A. Whitlock, A. Maga, O. Ide, and T.B. Rowe, 2007, “Nigersaurus taqueti” (On-line), Digital Morphology. Accessed September 18, 2021\nhttp://digimorph.org/listthumbs.phtml?grp=Dinosaurs,&name=SpeciesName']",0,86,463,16,n/a,https://sketchfab.com/3d-models/nigersaurus-taqueti-rough-a845da1297fe46b682a2fe29928c68d0
CAMARASAURS SKULL AND JAW,ramon.gonzalez.cabrera,"['Camarasaurus lentus, dating to the Late Jurassic epoch, between 155 and 145 million years ago.\n Citations:\nButton DJ, Rayfield EJ, Barrett PM (2014) Cranial biomechanics underpins high sauropod diversity in resource-poor environments. Proceedings of the Royal Society B 281(1795): 20142114. http://dx.doi.org/10.1098/rspb.2014.2114.\nThanks to  Button DJ and to dryad.org(http://datadryad.org/) for sharing files.\n3D printing model:\nhttps://www.youtube.com/watch?v=dfUuNuODyps']",0,1047,4779,119,n/a,https://sketchfab.com/3d-models/camarasaurs-skull-and-jaw-a2753346bb3b4148b32af57ca7e48631
"the ""Jurassic Talon"" - knife",EditTed420,"['The “Chicken Talon”\nChickens Are Closer To Dinosaurs Than Alligators The analysis of DNA was done to the fossil of dinosaur also known as T-Rex which was found in 2003.\nA 68 million years old Tyrannosaurus Rex DNA was compared to DNA of  modern species of animals and from the analysis researchers found out that chickens are the closest one.\ni made this knife as a tribute to all the fallen chicken comrade’s in CSGO.', 'For every opponent the player takes down with this knife,…\na rooster will crow,..\nfor that player will have saved a chicken life. :)', 'i am still new at this texure and madling art for #ED, this is a common modle i have done a textured skin for.']",0,113,378,16,n/a,https://sketchfab.com/3d-models/the-jurassic-talon-knife-9d71549827ef456ba14946f4b0e0b38e
Sarcosaurus woodii pelvis part 2,NHM_Imaging,"['Partial pelvis of Sarcosaurus woodii. Sarcosaurus is an early-branching meat-eating (theropod) dinosaur from the Early Jurassic of Leicestershire and Warwickshire, UK.', 'NHM PVR 4840']",0,64,1639,13,n/a,https://sketchfab.com/3d-models/sarcosaurus-woodii-pelvis-part-2-85caf8d134b74ae8a076782adcc8e60e
Megalosaurus Jaw,Olof Moleman,"['Scan of a cast of the Megalosaurus bucklandii dentary.\nMegalosaurus was a large theropod dinosaur that lived during the middle Jurassic period some 166 million years ago in what is now Oxfordshire.', 'Megalosaurus was one of the first three dinosaurs ever named.']",0,63,651,9,n/a,https://sketchfab.com/3d-models/megalosaurus-jaw-40c12d8765d743f6a92e87fe470d0208
plateosaurus,seth the yutyrannus,"['Plateosaurus, (genus Plateosaurus), dinosaurs known from extensive fossil material found in Europe dating to the Late Triassic Period (about 229 million to 200 million years ago) that were representative of the prosauropods, an early group that might have been ancestral to the giant sauropod dinosaurs of later time periods.', 'Plateosaurus was among the earliest dinosaurs to attain a relatively large size, growing to about 8 metres (26 feet) long. It was more massive than earlier dinosaurs and had bones that were stocky and thick. Although Plateosaurus could rise up on its two very strong hind legs, its forelimbs also were relatively well developed and strong, and it may have walked on two or four legs for various purposes. The small skull was perched atop a long, flexible neck and contained flat teeth serrated on the front and back edges.']",0,88,366,12,n/a,https://sketchfab.com/3d-models/plateosaurus-1d6dc7ea620149a8a15599bd07bcd49f
Triceratops skull (Best quality),Anderson12345,"['Scan of a Triceratops skull, in the museum of Trento. The scan was not made by me. A long time ago I found this .stl file on the internet (I don’t remember where), for free download. I decided to upload it to this page. The Triceratops skulls on this page are usually of poor quality, and the good ones, are either paid, or reconstructions, and not a real fossil. I hope you enjoy it and make good impressions.']",0,339,1427,60,n/a,https://sketchfab.com/3d-models/triceratops-skull-best-quality-8c21025761874df098a6f3d2b58c0eb0
"Suskityrannus hazelae, a tyrannosauroid",TriassicSterling,"['Holotype specimen (partial skull) of Suskityrannus hazelae, a tyrannosauroid dinosaur (Arizona Museum of Natural History P4754) from the Turonian Stage of the Late Cretaceous.']",0,69,665,7,n/a,https://sketchfab.com/3d-models/suskityrannus-hazelae-a-tyrannosauroid-0e4a749d8f28483e9c47c41eb2a33d58
Hungarosaurus tormai dentary / alsó állkapocs,Hungarian Dinosaur Expedition,"['Hungarosaurus tormai (MTM 2007.25.2)  (Ankylosauria, Nodosauridae) right dentary,\nfrom the Upper Cretaceous (Santonian) Csehbánya Formation (Iharkút, Hungary). ', 'Hungarosaurus tormai (MTM 2007.25.2)  (Ankylosauria, Nodosauridae) alsó állkapcsának jobb fele,\nmely Iharkútról, a késő-kréta (santoni) korú Csehbányai Formáció rétegeiből került elő.', 'For more information about Hungarosaurus, see: \nhttps://magyardinoszaurusz.hu/hungarosaurus-tormai/?lang=en', 'További információk a Hungarosaurusról: \nhttps://magyardinoszaurusz.hu/hungarosaurus-tormai/', 'Digitized by Martin Segesdi / A modellt készítette: Segesdi Martin', '-', 'A Polyga Compact S1 surface scanner (0.04 mm accuracy) with FlexScan3D software was used for digitization in three dimensions. Raw model was treated with Geomagic Wrap (3D Systems, https://www.3dsystems.com).']",0,25,160,7,n/a,https://sketchfab.com/3d-models/hungarosaurus-tormai-dentary-also-allkapocs-36882cb31de345cba1328d061754cf4f
T-rex trophy,3dartstevenz,"['This Trex was sculpted in zbrush, textured in Substance Painter and Photoshop, rigged and animated in blender. Textures png 4096x4096.', 'Tyrannosaurus is a genus of large theropod dinosaur. The species Tyrannosaurus rex (rex meaning king in Latin), often called T. rex or colloquially T-Rex, is one of the best represented theropods. Tyrannosaurus lived throughout what is now western North America, on what was then an island continent known as Laramidia. Tyrannosaurus had a much wider range than other tyrannosaurids. Fossils are found in a variety of rock formations dating to the Maastrichtian age of the Upper Cretaceous period, 68 to 66 million years ago. It was the last known member of the tyrannosaurids and among the last non-avian dinosaurs to exist before the Cretaceous–Paleogene extinction event.']",0,336,1517,33,n/a,https://sketchfab.com/3d-models/t-rex-trophy-d8061f1435824b4f8b702cec989239ba
Teropod dinosaur tooth (Spinosaurus aegyptiacus),Museo [UV] Historia Natural,"['Ejemplar: ** diente de Spinosaurus aegyptiacus\nEdad: 100 - 95 Ma. Cenomaniense (Cretácico Superior)\nLocalidad: formación Kem kem, Erfoud (Marruecos)\nDescripción: ejemplar con corona completa pero con evidencias de alteración química superficial y diferentes fracturas transversales en toda la superficie esmaltada. No conserva la raiz \nDimensión ejemplar: 86 x 25 x 23 mm.\nSigla museo, colección y entidad: ** depósito temporal, colección Anna G. F.\nTécnica digitalización / parámetros: fotogrametría cámara Pentax K-1 Mark II, 145 fotografías con plataforma giratoria\nSoftware empleado: ** Metashape 1.6, calidad alta\nArchivo 3D: Obj 40 Mb ,    textura Jpg 8 Mb **\nAutor digitalización: José Antonio Villena Gómez.\n**Cita ejemplar: ** colección Anna G. F.\n']",0,30,108,4,n/a,https://sketchfab.com/3d-models/teropod-dinosaur-tooth-spinosaurus-aegyptiacus-b7fdcf9801464152bf7788ca2a511978
Hungarosaurus tormai tooth / fog,Hungarian Dinosaur Expedition,"['Hungarosaurus tormai  (Ankylosauria, Nodosauridae) tooth,\nfrom the Upper Cretaceous (Santonian) Csehbánya Formation (Iharkút, Hungary). ', 'Hungarosaurus tormai  (Ankylosauria, Nodosauridae) fog,\nmely Iharkútról, a késő-kréta (santoni) korú Csehbányai Formáció rétegeiből került elő.', 'For more information about Hungarosaurus, see: \nhttps://magyardinoszaurusz.hu/hungarosaurus-tormai/?lang=en', 'További információk a Hungarosaurusról: \nhttps://magyardinoszaurusz.hu/hungarosaurus-tormai/', 'Digitized by Martin Segesdi / A modellt készítette: Segesdi Martin', '-', 'A Polyga Compact S1 surface scanner (0.04 mm accuracy) with FlexScan3D software was used for digitization in three dimensions. Raw model was treated with Geomagic Wrap (3D Systems, https://www.3dsystems.com).']",0,62,259,7,n/a,https://sketchfab.com/3d-models/hungarosaurus-tormai-tooth-fog-12e79834bfc44f2385e58562c88e8cac
Hypsilophodon foxii,Pomona Pictures,['Holotype skull of Hypsilophodon foxii skull in matrix (NHM R197) and osteological model: both made available thanks to excellet article by David Button et al.\nhttps://www.sciencedirect.com/science/article/pii/S0960982222019194#app2'],0,141,681,31,n/a,https://sketchfab.com/3d-models/hypsilophodon-foxii-f06ec63589b6498d9c1c12fd2c1fb62d
Hungarosaurus tormai tooth / fog,Hungarian Dinosaur Expedition,"['Hungarosaurus tormai  (Ankylosauria, Nodosauridae) tooth,\nfrom the Upper Cretaceous (Santonian) Csehbánya Formation (Iharkút, Hungary). ', 'Hungarosaurus tormai  (Ankylosauria, Nodosauridae) fog,\nmely Iharkútról, a késő-kréta (santoni) korú Csehbányai Formáció rétegeiből került elő.', 'For more information about Hungarosaurus, see: \nhttps://magyardinoszaurusz.hu/hungarosaurus-tormai/?lang=en', 'További információk a Hungarosaurusról: \nhttps://magyardinoszaurusz.hu/hungarosaurus-tormai/', 'Digitized by Martin Segesdi / A modellt készítette: Segesdi Martin', '-', 'A Polyga Compact S1 surface scanner (0.04 mm accuracy) with FlexScan3D software was used for digitization in three dimensions. Raw model was treated with Geomagic Wrap (3D Systems, https://www.3dsystems.com).']",0,62,259,7,n/a,https://sketchfab.com/3d-models/hungarosaurus-tormai-tooth-fog-12e79834bfc44f2385e58562c88e8cac
Gobi Flag AMNH - Happy Independence Day 2019,Thomas Flynn,"['This flag, which hangs on the Museum’s 4th floor, is a veteran of the Museum’s 1920s Central Asiatic Expeditions to the Gobi Desert, where important finds included numerous fossils of ancient reptiles, and the first discovery of dinosaur eggs.', 'Image and text:\nhttps://tumblr.amnh.org/post/90753779248/happy-independence-day-this-flag-which-hangs-on', 'Music:\nhttps://archive.org/details/78_the-star-spangled-banner_victor-military-band-francis-scott-key_gbia0016211a/The+Star+Spangled+Banner+-+Victor+Military+Band.flac']",0,457,2289,60,n/a,https://sketchfab.com/3d-models/gobi-flag-amnh-happy-independence-day-2019-08d7e27f151640a6b180f8e65c239349
Aerodactyl,nguyenlouis32,['Fossil Pokémon\nAerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.'],0,103,350,9,n/a,https://sketchfab.com/3d-models/aerodactyl-553b955228aa4546a6050842ffda4e6f
Smilodon Populator Skull,Kyan0s,"['A skull of a Smilodon Populator I’ve made with Blender and Gimp.', '– For more dinosaurs, don’t hesitate to take a look at my Prehistoric Animals collection and subscribe to it to stay tuned of new creatures. –']",1,n/a,1546,38,$9.99 ,https://sketchfab.com/3d-models/smilodon-populator-skull-131594ed09d1413391f94e6af75742ba
Plesiosaur fossil,blackfirefilms,"['A fossilised plesiosaur skeleton found in the Warwickshire region of the UK. The plesiosaur is an air breathing marine reptile despite its fishlike appearence.', 'Created with Polycam']",1,n/a,135,1,$10 ,https://sketchfab.com/3d-models/plesiosaur-fossil-a7819809dd6b42609cd3c31c49a510bf
Thelodus,RickStikkelorum,['The Thelodus is an extinct genus from the Silurian period. They were part of the jawless fish and their bony scales are often used as guide fossils.'],1,n/a,1154,20,$5 ,https://sketchfab.com/3d-models/thelodus-ebef408b825f4637929e16fd049f0768
Dinosaur Bones,RidingsFx,['Based off a Stegosaurus\n4 different bones in total\nAll share one texture'],1,n/a,107,1,$9.99 ,https://sketchfab.com/3d-models/dinosaur-bones-1873b9cf1b004ea5b1410aa7caac02a0
Ajkaceratops kozmai premaxilla/rostral bone,Hungarian Dinosaur Expedition,"['Ajkaceratops kozmai (MTM 2009.192.1) (Ornithischia, Ceratopsia) premaxilla/rostral bone, from the Upper Cretaceous (Santonian) Csehbánya Formation (Iharkút, Hungary).', 'Ajkaceratops kozmai (MTM 2009.192.1) (Ornithischia, Ceratopsia) premaxilla rostralis csont, mely Iharkútról, a késő-kréta (santoni) korú Csehbányai Formáció rétegeiből került elő.', 'For more information about Ajkaceratops, see: \nhttps://magyardinoszaurusz.hu/ajkaceratops-kozmai/?lang=en', 'További információk az Ajkaceratopsról: \nhttps://magyardinoszaurusz.hu/ajkaceratops-kozmai/', 'Digitized by Martin Segesdi / A modellt készítette: Segesdi Martin', '-', 'A Polyga Compact S1 surface scanner (0.04 mm accuracy) with FlexScan3D software was used for digitization in three dimensions. Raw model was treated with Geomagic Wrap (3D Systems, https://www.3dsystems.com).']",0,63,376,6,n/a,https://sketchfab.com/3d-models/ajkaceratops-kozmai-premaxillarostral-bone-a6bc0971726e4f6697f6115f8e168340
